Description,Price,Location,Beds,Baths,Area,Developer,Tags,Property type,Cashback,Location depth,Emirate,Specific location,District,Verified,SuperAgent,First Sale,New,Net price,Cashback percent,Price per sqft,Price_M
Apartment - 1 Bedroom - 2 Bathrooms for sale in Sokoon - Naseej District - Aljada - Sharjah,750000.0,"Sokoon, Naseej District, Aljada, Sharjah",1.0,2.0,686.0,REKAZ AL DAR PROPERTIES L.L.C ,,Apartment,0.0,4,Sharjah,Sokoon,"Naseej District,  Aljada",0,0,0,0,750000.0,0.0,1093.2944606413994,0.75
Townhouse - 4 Bedrooms - 4 Bathrooms for sale in Casa Flores - Green Community Motor City - Motor City - Dubai,5100000.0,"Casa Flores, Green Community Motor City, Motor City, Dubai",4.0,4.0,2918.0,haus & haus ,"Verified, SuperAgent",Townhouse,11000.0,4,Dubai,Casa Flores,"Green Community Motor City,  Motor City",1,1,0,0,5089000.0,0.002156862745098039,1747.7724468814256,5.1
Apartment - 1 Bedroom - 2 Bathrooms for sale in Sokoon - Naseej District - Aljada - Sharjah,750000.0,"Sokoon, Naseej District, Aljada, Sharjah",1.0,2.0,686.0,REKAZ AL DAR PROPERTIES L.L.C ,,Apartment,0.0,4,Sharjah,Sokoon,"Naseej District,  Aljada",0,0,0,0,750000.0,0.0,1093.2944606413994,0.75
Villa - 5 Bedrooms - 6 Bathrooms for sale in Al Furjan West - Al Furjan - Dubai,11500000.0,"Al Furjan West, Al Furjan, Dubai",5.0,6.0,6250.0,haus & haus ,"Verified, SuperAgent",Villa,25000.0,3,Dubai,Al Furjan West,Al Furjan,1,1,0,0,11475000.0,0.002173913043478261,1840.0,11.5
Villa - 4 Bedrooms - 5 Bathrooms for sale in Caya 2 - Arabian Ranches 3 - Dubai,7500000.0,"Caya 2, Arabian Ranches 3, Dubai",4.0,5.0,4841.0,Forefront Realty ,"Verified, SuperAgent",Villa,16000.0,3,Dubai,Caya 2,Arabian Ranches 3,1,1,0,0,7484000.0,0.0021333333333333334,1549.266680437926,7.5
Villa - 5 Bedrooms - 4 Bathrooms for sale in Carmen - Victory Heights - Dubai Sports City - Dubai,13250000.0,"Carmen, Victory Heights, Dubai Sports City, Dubai",5.0,4.0,4805.0,haus & haus ,"Verified, SuperAgent",Villa,0.0,4,Dubai,Carmen,"Victory Heights,  Dubai Sports City",1,1,0,0,13250000.0,0.0,2757.544224765869,13.25
Villa - 5 Bedrooms - 5 Bathrooms for sale in June - Arabian Ranches 3 - Dubai,6888888.0,"June, Arabian Ranches 3, Dubai",5.0,5.0,4520.0,STELLAR HEIGHTS REALTY L.L.C ,SuperAgent,Villa,15000.0,3,Dubai,June,Arabian Ranches 3,0,1,0,0,6873888.0,0.002177419635796082,1524.0902654867257,6.89
Duplex - 4 Bedrooms - 5 Bathrooms for sale in Lagoon Views - District One - Mohammed Bin Rashid City - Dubai,12600000.0,"Lagoon Views, District One, Mohammed Bin Rashid City, Dubai",4.0,5.0,5020.0,Driven Properties ,"Verified, SuperAgent",Duplex,89000.0,4,Dubai,Lagoon Views,"District One,  Mohammed Bin Rashid City",1,1,0,0,12511000.0,0.007063492063492063,2509.96015936255,12.6
Villa - 5 Bedrooms - 7 Bathrooms for sale in Kaya - Masaar - Tilal City - Sharjah,6500000.0,"Kaya, Masaar, Tilal City, Sharjah",5.0,7.0,10072.0,REKAZ AL DAR PROPERTIES L.L.C ,,Villa,14000.0,4,Sharjah,Kaya,"Masaar,  Tilal City",0,0,0,0,6486000.0,0.0021538461538461538,645.3534551231136,6.5
Villa - 4 Bedrooms - 6 Bathrooms for sale in Kaya - Masaar - Tilal City - Sharjah,4850000.0,"Kaya, Masaar, Tilal City, Sharjah",4.0,6.0,4800.0,REKAZ AL DAR PROPERTIES L.L.C ,,Villa,0.0,4,Sharjah,Kaya,"Masaar,  Tilal City",0,0,0,0,4850000.0,0.0,1010.4166666666666,4.85
Apartment - 3 Bedrooms - 4 Bathrooms for sale in Marina Heights - Marina Square - Al Reem Island - Abu Dhabi,2500000.0,"Marina Heights, Marina Square, Al Reem Island, Abu Dhabi",3.0,4.0,1700.0,METROPOLITAN CAPITAL REAL ESTATE - SOLE PROPRIETORSHIP L.L.C. ,SuperAgent,Apartment,0.0,4,Abu Dhabi,Marina Heights,"Marina Square,  Al Reem Island",0,1,0,0,2500000.0,0.0,1470.5882352941176,2.5
Apartment - 1 Bedroom - 2 Bathrooms for sale in Scala Tower - Business Bay - Dubai,1249000.0,"Scala Tower, Business Bay, Dubai",1.0,2.0,754.0,Unique Properties ,"Verified, SuperAgent",Apartment,0.0,3,Dubai,Scala Tower,Business Bay,1,1,0,0,1249000.0,0.0,1656.4986737400532,1.25
Townhouse - 3 Bedrooms - 4 Bathrooms for sale in Bliss 2 - Arabian Ranches 3 - Dubai,3100000.0,"Bliss 2, Arabian Ranches 3, Dubai",3.0,4.0,2312.0,MNR Real Estate LLC ,"Verified, SuperAgent",Townhouse,0.0,3,Dubai,Bliss 2,Arabian Ranches 3,1,1,0,0,3100000.0,0.0,1340.8304498269897,3.1
Land - Studio for sale in Saih Shuiab House - Jebel Ali Hills - Jebel Ali - Dubai,4012000.0,"Saih Shuiab House, Jebel Ali Hills, Jebel Ali, Dubai",0.0,0.0,10031.0,Hamptons International ,SuperAgent,Land,0.0,4,Dubai,Saih Shuiab House,"Jebel Ali Hills,  Jebel Ali",0,1,0,0,4012000.0,0.0,399.96012361678794,4.01
Apartment - Studio - 1 Bathroom for sale in Arabian Gate - Dubai Silicon Oasis - Dubai,610000.0,"Arabian Gate, Dubai Silicon Oasis, Dubai",0.0,1.0,458.0,ATIKSH REAL ESTATES LLC ,"Verified, SuperAgent",Apartment,0.0,3,Dubai,Arabian Gate,Dubai Silicon Oasis,1,1,0,0,610000.0,0.0,1331.877729257642,0.61
Apartment - 1 Bedroom - 1 Bathroom for sale in Mudon Views 4 - Mudon Views - Mudon - Dubai,900000.0,"Mudon Views 4, Mudon Views, Mudon, Dubai",1.0,1.0,688.0,Dacha Real Estate ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Mudon Views 4,"Mudon Views,  Mudon",1,1,0,0,900000.0,0.0,1308.139534883721,0.9
Villa - 5 Bedrooms - 6 Bathrooms for sale in West Village - Al Furjan - Dubai,12000000.0,"West Village, Al Furjan, Dubai",5.0,6.0,6458.0,haus & haus ,"Verified, SuperAgent",Villa,26000.0,3,Dubai,West Village,Al Furjan,1,1,0,0,11974000.0,0.0021666666666666666,1858.1604211830288,12.0
Townhouse - 4 Bedrooms - 5 Bathrooms for sale in Al Yasmeen - Al Zahia - Muwaileh Commercial - Sharjah,2549000.0,"Al Yasmeen, Al Zahia, Muwaileh Commercial, Sharjah",4.0,5.0,2450.0,FUTURE VISION REAL ESTATE ,SuperAgent,Townhouse,0.0,4,Sharjah,Al Yasmeen,"Al Zahia,  Muwaileh Commercial",0,1,0,0,2549000.0,0.0,1040.408163265306,2.55
Townhouse - 4 Bedrooms - 5 Bathrooms for sale in Hayyan - Sharjah,2650000.0,"Hayyan, Sharjah",4.0,5.0,2650.0,FUTURE VISION REAL ESTATE ,"SuperAgent, First Sale",Townhouse,0.0,2,Sharjah,Hayyan,,0,1,1,0,2650000.0,0.0,1000.0,2.65
Townhouse - 3 Bedrooms - 5 Bathrooms for sale in Nasma Residence - Al Tai - Sharjah,1700000.0,"Nasma Residence, Al Tai, Sharjah",3.0,5.0,2800.0,Mars Land Properties ,SuperAgent,Townhouse,0.0,3,Sharjah,Nasma Residence,Al Tai,0,1,0,0,1700000.0,0.0,607.1428571428571,1.7
Apartment - 1 Bedroom - 2 Bathrooms for sale in Azure By Lapis - RAK Central - Ras Al Khaimah,1200000.0,"Azure By Lapis, RAK Central, Ras Al Khaimah",1.0,2.0,780.0,ATIKSH REAL ESTATES LLC ,"SuperAgent, First Sale",Apartment,0.0,3,Ras Al Khaimah,Azure By Lapis,RAK Central,0,1,1,0,1200000.0,0.0,1538.4615384615386,1.2
Villa - 5 Bedrooms - 7 Bathrooms for sale in Nad Al Sheba Gardens 1 - Nad Al Sheba Gardens - Nad Al Sheba - Dubai,16900000.0,"Nad Al Sheba Gardens 1, Nad Al Sheba Gardens, Nad Al Sheba, Dubai",5.0,7.0,4939.0,Pulse Real Estate ,"Verified, SuperAgent",Villa,36000.0,4,Dubai,Nad Al Sheba Gardens 1,"Nad Al Sheba Gardens,  Nad Al Sheba",1,1,0,0,16864000.0,0.0021301775147928993,3421.745292569346,16.9
Townhouse - 4 Bedrooms - 5 Bathrooms for sale in Robinia - Masaar - Tilal City - Sharjah,2500000.0,"Robinia, Masaar, Tilal City, Sharjah",4.0,5.0,2500.0,FUTURE VISION REAL ESTATE ,SuperAgent,Townhouse,0.0,4,Sharjah,Robinia,"Masaar,  Tilal City",0,1,0,0,2500000.0,0.0,1000.0,2.5
Townhouse - 4 Bedrooms - 4 Bathrooms for sale in Masaar Azalea - Masaar - Tilal City - Sharjah,2700000.0,"Masaar Azalea, Masaar, Tilal City, Sharjah",4.0,4.0,1816.0,Al Falah Real Estate LLC ,SuperAgent,Townhouse,0.0,4,Sharjah,Masaar Azalea,"Masaar,  Tilal City",0,1,0,0,2700000.0,0.0,1486.784140969163,2.7
Apartment - 1 Bedroom - 1 Bathroom for sale in Myrtle - Central Park at City Walk - City Walk - Dubai,2225000.0,"Myrtle, Central Park at City Walk, City Walk, Dubai",1.0,1.0,684.0,GLOBE PRIME REALTY L.L.C S.O.C ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Myrtle,"Central Park at City Walk,  City Walk",1,1,0,0,2225000.0,0.0,3252.9239766081873,2.22
Villa - 5 Bedrooms - 4 Bathrooms for sale in Palm Hills - Dubai Hills Estate - Dubai,19200000.0,"Palm Hills, Dubai Hills Estate, Dubai",5.0,4.0,7104.0,Savills Dubai ,"Verified, SuperAgent",Villa,41000.0,3,Dubai,Palm Hills,Dubai Hills Estate,1,1,0,0,19159000.0,0.0021354166666666665,2702.7027027027025,19.2
Apartment - Studio - 1 Bathroom for sale in AUREL1A Residence - Dubai Sports City - Dubai,623701.0,"AUREL1A Residence, Dubai Sports City, Dubai",0.0,1.0,467.0,TRANSPARENCY REAL ESTATE L.L.C ,"Verified, SuperAgent",Apartment,0.0,3,Dubai,AUREL1A Residence,Dubai Sports City,1,1,0,0,623701.0,0.0,1335.5481798715202,0.62
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Al Amira Village - Al Yasmeen - Ajman,725000.0,"Al Amira Village, Al Yasmeen, Ajman",2.0,3.0,1571.0,Al Afdal Real Estate ,"SuperAgent, New",Apartment,0.0,3,Ajman,Al Amira Village,Al Yasmeen,0,1,0,1,725000.0,0.0,461.48949713558244,0.72
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Al Amira Village - Al Yasmeen - Ajman,671000.0,"Al Amira Village, Al Yasmeen, Ajman",2.0,3.0,1330.0,Al Afdal Real Estate ,"SuperAgent, First Sale, New",Apartment,0.0,3,Ajman,Al Amira Village,Al Yasmeen,0,1,1,1,671000.0,0.0,504.5112781954887,0.67
Apartment - Studio - 1 Bathroom for sale in One 678 Residences - Al Amerah - Ajman,348000.0,"One 678 Residences, Al Amerah, Ajman",0.0,1.0,595.0,Al Afdal Real Estate ,"SuperAgent, New",Apartment,0.0,3,Ajman,One 678 Residences,Al Amerah,0,1,0,1,348000.0,0.0,584.8739495798319,0.35
Apartment - 1 Bedroom - 2 Bathrooms for sale in Al Amira Village - Al Yasmeen - Ajman,619000.0,"Al Amira Village, Al Yasmeen, Ajman",1.0,2.0,1110.0,Al Afdal Real Estate ,"SuperAgent, First Sale, New",Apartment,0.0,3,Ajman,Al Amira Village,Al Yasmeen,0,1,1,1,619000.0,0.0,557.6576576576576,0.62
Villa - 4 Bedrooms - 6 Bathrooms for sale in Sharjah Garden City - Sharjah,4699999.0,"Sharjah Garden City, Sharjah",4.0,6.0,5000.0,City Edge ,"SuperAgent, First Sale",Villa,0.0,2,Sharjah,Sharjah Garden City,,0,1,1,0,4699999.0,0.0,939.9998,4.7
Villa - 2 Bedrooms - 2 Bathrooms for sale in Springs 10 - The Springs - Dubai,4550000.0,"Springs 10, The Springs, Dubai",2.0,2.0,1794.0,Williams International Real Estate ,"Verified, SuperAgent",Villa,0.0,3,Dubai,Springs 10,The Springs,1,1,0,0,4550000.0,0.0,2536.231884057971,4.55
Villa - 4 Bedrooms - 7 Bathrooms for sale in Farm Gardens 1 - Farm Gardens - The Valley - Dubai,10000000.0,"Farm Gardens 1, Farm Gardens, The Valley, Dubai",4.0,7.0,4950.0,Strada ,"Verified, SuperAgent",Villa,0.0,4,Dubai,Farm Gardens 1,"Farm Gardens,  The Valley",1,1,0,0,10000000.0,0.0,2020.20202020202,10.0
Apartment - 1 Bedroom - 1 Bathroom for sale in Souks Residential - Al Mamsha - Muwaileh - Sharjah,675000.0,"Souks Residential, Al Mamsha, Muwaileh, Sharjah",1.0,1.0,584.0,Al Zorah Properties - F.Z.C ,SuperAgent,Apartment,0.0,4,Sharjah,Souks Residential,"Al Mamsha,  Muwaileh",0,1,0,0,675000.0,0.0,1155.8219178082193,0.68
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Marsa Al Arab Tower - Al Khan - Sharjah,1457000.0,"Marsa Al Arab Tower, Al Khan, Sharjah",2.0,3.0,1860.0,Al Zorah Properties - F.Z.C ,"SuperAgent, First Sale",Apartment,0.0,3,Sharjah,Marsa Al Arab Tower,Al Khan,0,1,1,0,1457000.0,0.0,783.3333333333334,1.46
Villa - 4 Bedrooms - 6 Bathrooms for sale in Seaside Hills Villas - Al Zorah - Ajman,16500000.0,"Seaside Hills Villas, Al Zorah, Ajman",4.0,6.0,10892.0,ABU RAMI REAL ESTATE INVESTMENT L.L.C ,"SuperAgent, First Sale",Villa,35000.0,3,Ajman,Seaside Hills Villas,Al Zorah,0,1,1,0,16465000.0,0.0021212121212121214,1514.8733015056923,16.5
Apartment - 1 Bedroom - 1 Bathroom for sale in Miraggio - Al Marjan Island - Ras Al Khaimah,2210000.0,"Miraggio, Al Marjan Island, Ras Al Khaimah",1.0,1.0,902.0,MNR Real Estate LLC ,"SuperAgent, First Sale",Apartment,0.0,3,Ras Al Khaimah,Miraggio,Al Marjan Island,0,1,1,0,2210000.0,0.0,2450.110864745011,2.21
Villa - 4 Bedrooms - 5 Bathrooms for sale in Jumeirah Park Homes - Jumeirah Park - Dubai,8750000.0,"Jumeirah Park Homes, Jumeirah Park, Dubai",4.0,5.0,3500.0,Al Huraiz Real Estate ,"Verified, SuperAgent",Villa,19000.0,3,Dubai,Jumeirah Park Homes,Jumeirah Park,1,1,0,0,8731000.0,0.0021714285714285715,2500.0,8.75
Townhouse - 3 Bedrooms - 3 Bathrooms for sale in Flamingo Villas - Mina Al Arab - Ras Al Khaimah,2300000.0,"Flamingo Villas, Mina Al Arab, Ras Al Khaimah",3.0,3.0,2215.0,YAS Properties LLC - RAK ,SuperAgent,Townhouse,0.0,3,Ras Al Khaimah,Flamingo Villas,Mina Al Arab,0,1,0,0,2300000.0,0.0,1038.374717832957,2.3
Apartment - Studio - 1 Bathroom for sale in Condor Golf Links 18 - Dubai Sports City - Dubai,698000.0,"Condor Golf Links 18, Dubai Sports City, Dubai",0.0,1.0,386.0,ELITE AGENTS PROPERTIES L.L.C ,"Verified, SuperAgent",Apartment,0.0,3,Dubai,Condor Golf Links 18,Dubai Sports City,1,1,0,0,698000.0,0.0,1808.2901554404145,0.7
Apartment - Studio - 1 Bathroom for sale in Samana Mykonos - Dubai Studio City - Dubai,765000.0,"Samana Mykonos, Dubai Studio City, Dubai",0.0,1.0,415.0,Banke International Properties ,"Verified, SuperAgent",Apartment,0.0,3,Dubai,Samana Mykonos,Dubai Studio City,1,1,0,0,765000.0,0.0,1843.3734939759036,0.76
Villa - 5 Bedrooms - 7 Bathrooms for sale in Al Helio 2 - Al Helio - Ajman,1690000.0,"Al Helio 2, Al Helio, Ajman",5.0,7.0,3450.0,Al Aaraf Real Estate ,"SuperAgent, First Sale",Villa,0.0,3,Ajman,Al Helio 2,Al Helio,0,1,1,0,1690000.0,0.0,489.8550724637681,1.69
Villa - 5 Bedrooms - 7 Bathrooms for sale in Al Zaheya Gardens - Al Zahya - Ajman,1740000.0,"Al Zaheya Gardens, Al Zahya, Ajman",5.0,7.0,3400.0,Al Aaraf Real Estate ,"SuperAgent, First Sale",Villa,0.0,3,Ajman,Al Zaheya Gardens,Al Zahya,0,1,1,0,1740000.0,0.0,511.7647058823529,1.74
Villa - 5 Bedrooms - 6 Bathrooms for sale in Al Zaheya Gardens - Al Zahya - Ajman,1250000.0,"Al Zaheya Gardens, Al Zahya, Ajman",5.0,6.0,2950.0,Al Aaraf Real Estate ,"SuperAgent, First Sale",Villa,0.0,3,Ajman,Al Zaheya Gardens,Al Zahya,0,1,1,0,1250000.0,0.0,423.728813559322,1.25
Apartment - 3 Bedrooms - 3 Bathrooms for sale in Oasis Tower - Al Rashidiya 1 - Al Rashidiya - Ajman,950000.0,"Oasis Tower, Al Rashidiya 1, Al Rashidiya, Ajman",3.0,3.0,1950.0,BAWABAT AL AQAAR REAL ESTATE ,SuperAgent,Apartment,0.0,4,Ajman,Oasis Tower,"Al Rashidiya 1,  Al Rashidiya",0,1,0,0,950000.0,0.0,487.1794871794872,0.95
Villa - 5 Bedrooms - 7 Bathrooms for sale in Al Helio 2 - Al Helio - Ajman,2050000.0,"Al Helio 2, Al Helio, Ajman",5.0,7.0,3800.0,Al Aaraf Real Estate ,"SuperAgent, First Sale",Villa,0.0,3,Ajman,Al Helio 2,Al Helio,0,1,1,0,2050000.0,0.0,539.4736842105264,2.05
Villa - 5 Bedrooms - 6 Bathrooms for sale in Al Yasmeen 1 - Al Yasmeen - Ajman,1645000.0,"Al Yasmeen 1, Al Yasmeen, Ajman",5.0,6.0,3400.0,Al Aaraf Real Estate ,"SuperAgent, First Sale",Villa,0.0,3,Ajman,Al Yasmeen 1,Al Yasmeen,0,1,1,0,1645000.0,0.0,483.8235294117647,1.64
Land - Studio for sale in Saih Shuaib 1 - Jebel Ali - Dubai,3850000.0,"Saih Shuaib 1, Jebel Ali, Dubai",0.0,0.0,9687.0,MNR Real Estate LLC ,SuperAgent,Land,0.0,3,Dubai,Saih Shuaib 1,Jebel Ali,0,1,0,0,3850000.0,0.0,397.4398678641478,3.85
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Al Amira Village - Al Yasmeen - Ajman,725000.0,"Al Amira Village, Al Yasmeen, Ajman",2.0,3.0,1571.0,Al Afdal Real Estate ,"SuperAgent, New",Apartment,0.0,3,Ajman,Al Amira Village,Al Yasmeen,0,1,0,1,725000.0,0.0,461.48949713558244,0.72
Villa - 2 Bedrooms - 3 Bathrooms for sale in Palmera 2 - Palmera - Arabian Ranches - Dubai,5495000.0,"Palmera 2, Palmera, Arabian Ranches, Dubai",2.0,3.0,2219.0,haus & haus ,"Verified, SuperAgent",Villa,12000.0,4,Dubai,Palmera 2,"Palmera,  Arabian Ranches",1,1,0,0,5483000.0,0.002183803457688808,2476.340694006309,5.5
Villa - 5 Bedrooms - 6 Bathrooms for sale in Al Rawda 3 Villas - Al Rawda 3 - Al Rawda - Ajman,2780000.0,"Al Rawda 3 Villas, Al Rawda 3, Al Rawda, Ajman",5.0,6.0,5000.0,INJAZAT REAL ESTATE (S.P.S - L.L.C) ,"SuperAgent, First Sale",Villa,0.0,4,Ajman,Al Rawda 3 Villas,"Al Rawda 3,  Al Rawda",0,1,1,0,2780000.0,0.0,556.0,2.78
Villa - 4 Bedrooms - 5 Bathrooms for sale in Alvorada 1 - Alvorada - Arabian Ranches - Dubai,13000000.0,"Alvorada 1, Alvorada, Arabian Ranches, Dubai",4.0,5.0,4600.0,APRICITY REAL ESTATE L.L.C ,"Verified, SuperAgent",Villa,28000.0,4,Dubai,Alvorada 1,"Alvorada,  Arabian Ranches",1,1,0,0,12972000.0,0.0021538461538461538,2826.086956521739,13.0
Villa - 3 Bedrooms - 4 Bathrooms for sale in Deema 4 - Deema - The Lakes - Dubai,10600000.0,"Deema 4, Deema, The Lakes, Dubai",3.0,4.0,3400.0,Paragon Properties ,"Verified, SuperAgent",Villa,23000.0,4,Dubai,Deema 4,"Deema,  The Lakes",1,1,0,0,10577000.0,0.002169811320754717,3117.6470588235293,10.6
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Florus Residences - Al Furjan - Dubai,1555181.0,"Florus Residences, Al Furjan, Dubai",2.0,3.0,1194.0,Artha Realty ,"Verified, SuperAgent",Apartment,0.0,3,Dubai,Florus Residences,Al Furjan,1,1,0,0,1555181.0,0.0,1302.4966499162479,1.56
Villa - 4 Bedrooms - 5 Bathrooms for sale in Alana - The Valley - Dubai,4800000.0,"Alana, The Valley, Dubai",4.0,5.0,4100.0,Strada ,"Verified, SuperAgent",Villa,0.0,3,Dubai,Alana,The Valley,1,1,0,0,4800000.0,0.0,1170.7317073170732,4.8
Townhouse - 3 Bedrooms - 4 Bathrooms for sale in La Rosa 1 - La Rosa - Villanova - Dubai Land - Dubai,3024999.0,"La Rosa 1, La Rosa, Villanova, Dubai Land, Dubai",3.0,4.0,1733.0,ALH PROPERTIES ,"Verified, SuperAgent",Townhouse,0.0,5,Dubai,La Rosa 1,"La Rosa,  Villanova,  Dubai Land",1,1,0,0,3024999.0,0.0,1745.527409117138,3.02
Apartment - Studio - 1 Bathroom for sale in Tria By Deyaar - Dubai Silicon Oasis - Dubai,675000.0,"Tria By Deyaar, Dubai Silicon Oasis, Dubai",0.0,1.0,436.0,First Bridge Real Estate Brokers L.L.C ,"Verified, SuperAgent",Apartment,0.0,3,Dubai,Tria By Deyaar,Dubai Silicon Oasis,1,1,0,0,675000.0,0.0,1548.165137614679,0.68
Villa - 4 Bedrooms - 4 Bathrooms for sale in Elan - Tilal Al Ghaf - Dubai,4750000.0,"Elan, Tilal Al Ghaf, Dubai",4.0,4.0,2380.0,Allsopp & Allsopp - Motor City Sales ,"Verified, SuperAgent",Villa,0.0,3,Dubai,Elan,Tilal Al Ghaf,1,1,0,0,4750000.0,0.0,1995.7983193277312,4.75
Apartment - Studio - 1 Bathroom for sale in Voxa Residences - Jumeirah Village Triangle - Dubai,909900.0,"Voxa Residences, Jumeirah Village Triangle, Dubai",0.0,1.0,382.0,ELEVA PROPERTIES L.L.C ,First Sale,Apartment,0.0,3,Dubai,Voxa Residences,Jumeirah Village Triangle,0,0,1,0,909900.0,0.0,2381.937172774869,0.91
Apartment - 1 Bedroom - 2 Bathrooms for sale in Azizi Beach Oasis 2 - Dubai Studio City - Dubai,962000.0,"Azizi Beach Oasis 2, Dubai Studio City, Dubai",0.0,2.0,661.0,ELEVA PROPERTIES L.L.C ,First Sale,Apartment,0.0,3,Dubai,Azizi Beach Oasis 2,Dubai Studio City,0,0,1,0,962000.0,0.0,1455.3706505295008,0.96
Apartment - 2 Bedrooms - 4 Bathrooms for sale in C3 Garden - Saadiyat Island - Abu Dhabi,5130101.0,"C3 Garden, Saadiyat Island, Abu Dhabi",2.0,4.0,1519.0,Nationwide Middle East Properties LLC ,SuperAgent,Apartment,11000.0,3,Abu Dhabi,C3 Garden,Saadiyat Island,0,1,0,0,5119101.0,0.002144207297283231,3377.2883475971034,5.13
Townhouse - 3 Bedrooms - 3 Bathrooms for sale in Elan - Tilal Al Ghaf - Dubai,3900000.0,"Elan, Tilal Al Ghaf, Dubai",3.0,3.0,2152.0,Allsopp & Allsopp - Motor City Sales ,"Verified, SuperAgent",Townhouse,0.0,3,Dubai,Elan,Tilal Al Ghaf,1,1,0,0,3900000.0,0.0,1812.267657992565,3.9
Villa - 3 Bedrooms - 4 Bathrooms for sale in Zulal 2 - Zulal - The Lakes - Dubai,5985000.0,"Zulal 2, Zulal, The Lakes, Dubai",3.0,4.0,2380.0,Prestige Luxury Real Estate ,"Verified, SuperAgent",Villa,13000.0,4,Dubai,Zulal 2,"Zulal,  The Lakes",1,1,0,0,5972000.0,0.002172096908939014,2514.705882352941,5.98
Apartment - 4 Bedrooms - 5 Bathrooms for sale in Volga Tower - Jumeirah Village Triangle - Dubai,5380244.0,"Volga Tower, Jumeirah Village Triangle, Dubai",4.0,5.0,2773.0,ELEVA PROPERTIES L.L.C ,First Sale,Apartment,0.0,3,Dubai,Volga Tower,Jumeirah Village Triangle,0,0,1,0,5380244.0,0.0,1940.22502704652,5.38
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Sky Gate Tower - Jumeirah Village Triangle - Dubai,2196064.0,"Sky Gate Tower, Jumeirah Village Triangle, Dubai",2.0,3.0,1214.0,ELEVA PROPERTIES L.L.C ,First Sale,Apartment,0.0,3,Dubai,Sky Gate Tower,Jumeirah Village Triangle,0,0,1,0,2196064.0,0.0,1808.9489291598022,2.2
Apartment - 3 Bedrooms - 5 Bathrooms for sale in Sharjah Terraces - Al Khan Lagoon - Al Khan - Sharjah,2800000.0,"Sharjah Terraces, Al Khan Lagoon, Al Khan, Sharjah",3.0,5.0,3635.0,ELITE HOME REAL ESTATE L.L.C S.P ,SuperAgent,Apartment,0.0,4,Sharjah,Sharjah Terraces,"Al Khan Lagoon,  Al Khan",0,1,0,0,2800000.0,0.0,770.2888583218707,2.8
Apartment - Studio - 1 Bathroom for sale in Azizi Mirage - Dubai Studio City - Dubai,881000.0,"Azizi Mirage, Dubai Studio City, Dubai",0.0,1.0,551.0,ELEVA PROPERTIES L.L.C ,First Sale,Apartment,0.0,3,Dubai,Azizi Mirage,Dubai Studio City,0,0,1,0,881000.0,0.0,1598.9110707803993,0.88
Apartment - 2 Bedrooms - 2 Bathrooms for sale in Azizi Beach Oasis 2 - Dubai Studio City - Dubai,1575000.0,"Azizi Beach Oasis 2, Dubai Studio City, Dubai",0.0,2.0,978.0,ELEVA PROPERTIES L.L.C ,First Sale,Apartment,0.0,3,Dubai,Azizi Beach Oasis 2,Dubai Studio City,0,0,1,0,1575000.0,0.0,1610.4294478527606,1.58
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Building 113 - Contemporary Cluster - Discovery Gardens - Dubai,1250000.0,"Building 113, Contemporary Cluster, Discovery Gardens, Dubai",2.0,3.0,1352.0,ARABIAN ACRES REAL ESTATE L.L.C ,SuperAgent,Apartment,0.0,4,Dubai,Building 113,"Contemporary Cluster,  Discovery Gardens",0,1,0,0,1250000.0,0.0,924.5562130177515,1.25
Villa - 4 Bedrooms - 5 Bathrooms for sale in Al Naseem - Al Hudayriat Island - Abu Dhabi,8380000.0,"Al Naseem, Al Hudayriat Island, Abu Dhabi",4.0,5.0,8337.0,ELIVA REAL ESTATE - L.L.C ,SuperAgent,Villa,0.0,3,Abu Dhabi,Al Naseem,Al Hudayriat Island,0,1,0,0,8380000.0,0.0,1005.1577305985367,8.38
Apartment - 3 Bedrooms - 4 Bathrooms for sale in Al Andalus Tower F - Al Andalus - Jumeirah Golf Estates - Dubai,3100000.0,"Al Andalus Tower F, Al Andalus, Jumeirah Golf Estates, Dubai",3.0,4.0,1925.0,haus & haus ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Al Andalus Tower F,"Al Andalus,  Jumeirah Golf Estates",1,1,0,0,3100000.0,0.0,1610.3896103896104,3.1
Land - Studio for sale in Manama - Ajman,500000.0,"Manama, Ajman",0.0,0.0,10000.0,Awtan Real Estate LLC ,SuperAgent,Land,0.0,2,Ajman,Manama,,0,1,0,0,500000.0,0.0,50.0,0.5
Villa - 4 Bedrooms - 5 Bathrooms for sale in Legacy Nova Villas - Jumeirah Park - Dubai,9800000.0,"Legacy Nova Villas, Jumeirah Park, Dubai",4.0,5.0,4892.0,AQUA Properties ,"Verified, SuperAgent",Villa,21000.0,3,Dubai,Legacy Nova Villas,Jumeirah Park,1,1,0,0,9779000.0,0.002142857142857143,2003.2706459525757,9.8
